aX,aY,aZ,gX,gY,gZ
0.344,0.042,-0.883,-1.648,-3.967,1.892
0.341,0.054,-0.912,-1.892,-1.038,2.625

0.281,0.247,-2.386,6.653,5.127,14.343
0.265,0.297,-2.563,6.470,-11.780,12.329
0.238,0.310,-2.693,5.737,-33.752,7.935
0.211,0.288,-2.767,4.639,-59.814,2.747
0.173,0.274,-2.794,2.869,-88.013,-1.282
0.133,0.285,-2.764,0.854,-117.554,-3.479
0.093,0.316,-2.684,-2.258,-146.423,-4.883
0.060,0.340,-2.574,-5.371,-173.706,-6.653
0.021,0.317,-2.458,-7.507,-198.914,-10.864
-0.026,0.249,-2.344,-9.277,-222.046,-15.930
-0.105,0.148,-2.220,-10.132,-244.324,-19.592
-0.157,0.065,-2.071,-9.949,-265.930,-20.447
-0.204,0.042,-1.894,-8.057,-285.950,-18.005
-0.219,0.079,-1.709,-5.249,-302.795,-14.221
-0.241,0.160,-1.521,-2.930,-316.650,-11.597
-0.272,0.253,-1.337,-2.197,-329.224,-11.230
-0.303,0.310,-1.139,-1.099,-340.942,-14.465
-0.326,0.299,-0.930,-1.221,-351.074,-21.057
-0.302,0.219,-0.731,-2.502,-357.483,-29.053
-0.292,0.096,-0.576,-0.916,-360.107,-36.133
-0.303,-0.018,-0.424,-0.916,-362.244,-40.222
-0.315,-0.102,-0.287,-1.526,-360.535,-40.833
-0.300,-0.148,-0.132,0.244,-361.328,-38.513
-0.285,-0.144,0.032,2.136,-360.535,-34.363
-0.286,-0.108,0.210,1.892,-357.666,-30.273
-0.246,-0.068,0.396,3.235,-353.760,-27.649
-0.184,-0.055,0.582,6.042,-347.656,-27.039
-0.112,-0.070,0.779,1.892,-336.853,-27.466
-0.029,-0.108,0.959,0.916,-320.496,-28.320
0.043,-0.150,1.111,0.671,-298.157,-27.954
0.093,-0.185,1.216,2.930,-270.874,-26.001
0.138,-0.197,1.275,2.563,-240.601,-22.644
0.171,-0.184,1.307,1.770,-211.121,-18.372
0.208,-0.146,1.318,1.404,-183.044,-14.160
0.223,-0.110,1.307,3.845,-157.166,-10.925
0.238,-0.078,1.281,5.127,-134.155,-9.033
0.258,-0.061,1.261,3.723,-115.479,-8.728
0.280,-0.069,1.238,1.831,-98.572,-9.399
0.298,-0.097,1.225,-0.427,-83.679,-10.498
0.325,-0.136,1.227,-2.258,-69.824,-11.108
0.338,-0.175,1.216,-2.930,-55.420,-10.498
0.347,-0.218,1.196,-4.395,-40.649,-9.216
0.357,-0.259,1.181,-5.615,-27.039,-6.897
0.358,-0.283,1.165,-4.272,-14.404,-4.028
0.345,-0.282,1.154,-2.380,-2.319,0.549
0.340,-0.251,1.158,-0.549,8.972,6.165
0.333,-0.199,1.175,1.221,19.104,11.780
0.335,-0.132,1.200,2.563,29.907,16.296
0.341,-0.065,1.209,3.357,42.603,19.409
0.358,-0.011,1.194,3.662,57.068,20.813
0.379,0.028,1.160,3.662,72.266,20.813
0.409,0.046,1.114,3.845,87.341,19.653
0.435,0.039,1.042,5.737,103.516,17.761
0.446,0.005,0.945,7.019,120.911,15.686
0.456,-0.041,0.831,8.789,136.902,13.794
0.468,-0.077,0.718,9.521,150.024,13.428
0.472,-0.092,0.611,10.376,161.133,13.977
0.477,-0.086,0.532,10.864,169.189,15.381
0.478,-0.070,0.460,10.559,175.720,16.541
0.468,-0.041,0.405,9.399,181.458,16.846
0.455,-0.002,0.367,6.958,185.730,16.541
0.444,0.037,0.348,3.845,189.514,15.198
0.428,0.062,0.352,1.831,193.115,13.367
0.415,0.047,0.352,1.770,198.547,11.108
0.404,0.002,0.327,3.418,207.031,9.460
0.366,-0.024,0.282,6.409,218.445,9.766
0.345,-0.016,0.223,10.010,230.347,12.268
0.332,0.013,0.133,14.160,243.652,15.320
0.312,0.037,0.019,18.616,257.812,17.273
0.291,0.026,-0.120,22.583,271.912,17.456
0.256,-0.013,-0.281,25.330,285.767,17.456
0.204,-0.060,-0.463,27.344,297.974,17.578
0.143,-0.067,-0.649,27.405,304.932,20.020
0.109,-0.012,-0.818,21.301,305.176,25.269
0.078,0.114,-0.941,12.207,298.706,30.823
0.080,0.290,-1.007,2.747,286.011,34.241
0.105,0.466,-1.020,-5.920,271.606,33.264
0.125,0.595,-1.007,-11.108,257.751,26.550
0.131,0.644,-0.975,-12.207,246.643,14.709
0.148,0.574,-0.945,-8.850,240.051,-0.610
0.160,0.365,-0.971,-2.808,240.479,-15.930
0.149,0.077,-1.062,3.052,247.314,-27.954
0.120,-0.206,-1.246,10.803,259.521,-32.532
0.075,-0.414,-1.473,17.517,266.846,-28.198
0.036,-0.499,-1.716,19.165,266.785,-16.235
0.031,-0.445,-1.966,16.052,260.986,0.122
0.042,-0.276,-2.154,11.047,243.225,18.127
0.068,-0.040,-2.326,4.578,219.788,32.532
0.105,0.204,-2.410,-1.770,193.726,40.283
0.151,0.407,-2.433,-7.263,165.344,40.527
0.197,0.531,-2.398,-11.536,135.925,33.569
0.238,0.557,-2.303,-13.489,108.704,22.034
0.269,0.490,-2.182,-13.550,85.144,8.545
0.283,0.341,-2.067,-11.475,65.918,-3.479
0.300,0.154,-1.982,-8.118,50.537,-11.658
0.307,-0.020,-1.914,-4.089,39.063,-14.893
0.312,-0.145,-1.870,-0.427,29.907,-12.939
0.309,-0.208,-1.839,2.319,21.423,-7.385
0.298,-0.201,-1.802,2.747,12.634,0.061
0.298,-0.124,-1.742,1.892,2.380,8.362
0.305,0.000,-1.652,0.061,-7.874,15.747
0.312,0.130,-1.546,-1.831,-17.212,19.592
0.327,0.235,-1.427,-2.869,-24.719,19.714
0.338,0.298,-1.309,-2.747,-29.785,16.724
0.348,0.317,-1.201,-1.709,-32.227,11.536
0.355,0.298,-1.111,-0.488,-32.410,5.737
0.355,0.252,-1.045,0.244,-30.945,0.244
0.354,0.189,-0.996,-0.244,-28.992,-4.089
0.354,0.119,-0.973,-1.343,-25.330,-6.409
0.344,0.057,-0.965,-2.380,-21.484,-7.507
0.339,0.013,-0.958,-3.662,-18.677,-6.958
0.335,-0.003,-0.945,-4.700,-16.785,-5.371
0.336,-0.001,-0.927,-5.493,-15.808,-3.540
0.338,0.006,-0.914,-5.737,-14.404,-1.282
0.334,0.017,-0.901,-6.165,-12.939,0.549
0.334,0.036,-0.890,-5.859,-11.597,2.136
0.331,0.062,-0.879,-4.272,-10.193,3.235
0.333,0.087,-0.870,-2.625,-8.911,3.967
0.334,0.105,-0.863,-1.343,-7.385,4.028

0.333,0.229,-2.179,0.427,-9.583,18.677
0.321,0.287,-2.308,0.244,-23.132,18.311
0.306,0.329,-2.417,1.282,-39.917,16.357
0.284,0.355,-2.491,3.662,-59.143,13.184
0.262,0.370,-2.528,4.883,-80.811,9.583
0.246,0.409,-2.549,6.287,-103.943,6.409
0.207,0.457,-2.525,9.094,-127.686,2.930
0.152,0.496,-2.479,10.803,-151.611,-2.258
0.100,0.512,-2.410,12.207,-176.086,-8.667
0.026,0.504,-2.303,11.169,-201.294,-16.785
-0.038,0.464,-2.164,7.507,-226.624,-25.330
-0.083,0.400,-1.995,2.380,-250.671,-33.081
-0.126,0.323,-1.837,-2.869,-270.630,-39.368
-0.159,0.243,-1.691,-8.118,-286.804,-44.067
-0.199,0.162,-1.561,-10.742,-300.537,-47.485
-0.246,0.067,-1.431,-10.864,-313.171,-49.744
-0.276,-0.007,-1.286,-9.277,-325.623,-50.781
-0.332,-0.068,-1.124,-7.996,-337.646,-50.415
-0.367,-0.115,-0.934,-8.728,-349.365,-48.950
-0.343,-0.136,-0.735,-10.620,-358.643,-46.265
-0.349,-0.140,-0.536,-12.695,-367.065,-42.664
-0.365,-0.125,-0.348,-10.010,-372.620,-39.368
-0.335,-0.099,-0.162,-6.714,-374.817,-36.133
-0.308,-0.073,0.005,-5.249,-374.878,-34.119
-0.299,-0.059,0.168,-6.226,-370.300,-33.691
-0.259,-0.058,0.335,-6.836,-364.197,-33.936
-0.209,-0.076,0.491,-3.967,-355.652,-34.424
-0.173,-0.093,0.648,-3.967,-344.543,-34.302
-0.136,-0.107,0.802,-6.042,-331.238,-32.837
-0.074,-0.103,0.949,-8.606,-315.430,-30.029
0.004,-0.087,1.074,-9.888,-296.265,-26.306
0.053,-0.074,1.162,-8.423,-272.766,-23.315
0.082,-0.065,1.224,-6.592,-247.864,-21.729
0.126,-0.064,1.285,-6.042,-225.525,-20.813
0.162,-0.078,1.331,-5.310,-203.369,-20.508
0.192,-0.090,1.371,-5.981,-180.603,-20.264
0.223,-0.093,1.407,-7.141,-158.508,-19.470
0.244,-0.083,1.424,-8.362,-135.498,-18.494
0.275,-0.054,1.435,-9.033,-113.098,-17.395
0.310,-0.033,1.415,-8.240,-90.271,-16.968
0.331,-0.033,1.373,-7.690,-67.444,-17.517
0.342,-0.066,1.314,-7.019,-46.509,-18.921
0.349,-0.125,1.250,-6.470,-28.809,-20.325
0.346,-0.198,1.192,-5.249,-13.306,-20.630
0.333,-0.265,1.138,-2.563,-0.671,-19.104
0.318,-0.307,1.100,-1.099,9.827,-15.747
0.312,-0.314,1.082,-0.732,18.372,-10.620
0.323,-0.297,1.078,-0.122,25.940,-5.188
0.339,-0.263,1.080,0.061,34.302,-0.183
0.356,-0.224,1.080,0.488,43.457,4.028
0.381,-0.193,1.075,0.916,53.467,7.019
0.411,-0.183,1.070,1.282,64.392,8.911
0.430,-0.186,1.055,2.686,76.416,10.437
0.436,-0.208,1.035,3.845,89.661,11.841
0.441,-0.235,1.013,5.005,103.149,13.733
0.438,-0.255,0.980,7.019,116.943,16.846
0.425,-0.255,0.935,9.155,130.798,20.935
0.418,-0.233,0.887,10.376,145.325,25.513
0.414,-0.188,0.835,10.986,159.302,29.785
0.400,-0.131,0.772,9.399,172.546,33.325
0.387,-0.070,0.703,6.104,185.669,35.156
0.378,-0.008,0.633,2.869,197.998,35.828
0.363,0.051,0.564,1.038,208.862,35.156
0.357,0.106,0.499,0.183,218.933,33.386
0.344,0.155,0.437,0.916,228.577,30.640
0.351,0.181,0.375,2.197,238.220,27.100
0.380,0.171,0.294,5.676,249.268,22.888
0.402,0.108,0.177,10.864,264.221,17.822
0.393,-0.011,0.009,16.724,282.776,12.817
0.348,-0.147,-0.198,24.048,300.354,10.254
0.284,-0.250,-0.420,31.433,313.538,11.902
0.214,-0.282,-0.642,34.485,319.275,18.677
0.190,-0.214,-0.833,27.954,315.613,29.480
0.204,-0.043,-0.961,18.799,301.086,40.771
0.243,0.185,-1.080,13.184,286.377,48.828
0.274,0.398,-1.151,7.568,266.602,50.110
0.314,0.545,-1.161,2.075,244.873,43.457
0.353,0.593,-1.143,-0.122,224.854,30.579
0.371,0.515,-1.094,1.770,208.618,14.282
0.379,0.313,-1.031,5.005,197.937,-0.671
0.370,0.063,-0.968,8.667,192.566,-10.132
0.346,-0.142,-0.911,14.099,190.735,-11.780
0.331,-0.242,-0.875,18.860,191.284,-5.432
0.324,-0.214,-0.894,20.569,194.519,6.470
0.303,-0.080,-0.970,20.691,200.378,19.836
0.283,0.130,-1.078,19.653,207.825,30.212
0.263,0.358,-1.235,16.113,215.027,35.095
0.261,0.535,-1.370,11.536,211.853,33.325
0.267,0.637,-1.514,7.874,206.177,25.696
0.272,0.635,-1.634,6.287,196.289,13.489
0.270,0.537,-1.740,5.554,183.716,-0.549
0.272,0.375,-1.808,4.700,168.457,-12.756
0.287,0.201,-1.831,4.822,151.428,-20.935
0.308,0.060,-1.861,6.226,136.902,-23.865
0.324,-0.035,-1.899,8.423,124.268,-22.156
0.340,-0.083,-1.957,9.399,113.037,-17.761
0.362,-0.096,-2.042,10.376,101.868,-12.085
0.370,-0.090,-2.139,11.292,88.867,-6.531
0.359,-0.072,-2.213,10.803,72.632,-1.831
0.351,-0.041,-2.227,8.423,52.124,2.686
0.356,0.011,-2.166,5.676,28.687,6.775
0.367,0.082,-2.028,2.930,5.554,10.010
0.381,0.153,-1.842,-0.244,-15.015,11.536
0.384,0.211,-1.624,-3.540,-32.959,11.047
0.400,0.245,-1.414,-5.432,-44.861,8.850
0.413,0.253,-1.216,-5.981,-51.147,5.432
0.425,0.239,-1.053,-5.493,-53.040,1.709
0.437,0.206,-0.904,-5.127,-52.856,-1.587
0.442,0.165,-0.813,-4.272,-45.898,-3.906
0.449,0.120,-0.749,-3.723,-35.950,-5.127
0.452,0.075,-0.730,-3.601,-25.024,-5.249
0.445,0.042,-0.743,-3.784,-13.794,-4.761
0.440,0.032,-0.778,-4.883,-5.310,-3.052
0.429,0.046,-0.824,-5.676,1.160,-0.916
0.421,0.067,-0.875,-5.432,5.859,0.916
0.422,0.076,-0.932,-5.310,9.155,1.526
0.417,0.078,-0.996,-5.249,11.475,1.770
0.408,0.078,-1.050,-4.883,11.658,2.014
0.399,0.087,-1.081,-4.517,8.728,2.380

0.428,0.204,-2.208,-3.540,-6.470,13.062
0.408,0.214,-2.359,-4.517,-20.020,12.085
0.385,0.228,-2.476,-4.761,-38.208,11.536
0.362,0.250,-2.563,-4.150,-60.120,10.498
0.321,0.279,-2.602,-2.686,-84.717,9.094
0.271,0.304,-2.587,-1.465,-111.755,6.653
0.242,0.315,-2.522,-0.244,-138.977,3.723
0.204,0.301,-2.430,1.648,-164.978,-0.183
0.124,0.260,-2.309,2.197,-190.002,-4.456
0.061,0.224,-2.152,1.404,-215.210,-7.446
0.047,0.207,-1.987,-0.366,-238.281,-9.766
0.002,0.193,-1.837,-2.502,-256.714,-11.963
-0.044,0.174,-1.686,-5.737,-272.888,-14.404
-0.084,0.159,-1.521,-9.644,-287.964,-16.541
-0.111,0.154,-1.358,-13.794,-300.964,-17.761
-0.136,0.151,-1.196,-18.372,-311.768,-18.738
-0.164,0.154,-1.029,-22.217,-321.228,-19.653
-0.168,0.152,-0.867,-23.499,-328.552,-20.813
-0.204,0.144,-0.724,-22.522,-334.473,-22.400
-0.236,0.136,-0.535,-22.278,-342.712,-24.231
-0.233,0.131,-0.371,-19.592,-347.473,-25.940
-0.233,0.112,-0.207,-18.372,-349.304,-27.832
-0.239,0.100,-0.035,-19.531,-350.403,-29.724
-0.233,0.106,0.141,-22.034,-349.182,-30.945
-0.193,0.122,0.315,-24.963,-344.788,-31.616
-0.139,0.131,0.488,-27.039,-337.830,-32.471
-0.075,0.113,0.649,-24.658,-327.576,-34.180
-0.029,0.061,0.786,-19.287,-312.805,-36.804
0.032,-0.001,0.921,-17.334,-296.082,-38.513
0.077,-0.072,1.030,-15.320,-276.489,-38.879
0.120,-0.120,1.130,-14.160,-254.333,-37.292
0.152,-0.143,1.210,-14.099,-231.628,-33.630
0.209,-0.145,1.274,-13.428,-208.130,-28.931
0.253,-0.135,1.305,-12.146,-183.105,-24.475
0.295,-0.115,1.312,-11.719,-157.104,-20.935
0.329,-0.100,1.294,-10.803,-132.690,-18.188
0.350,-0.089,1.251,-9.399,-109.619,-16.479
0.366,-0.066,1.202,-8.911,-89.661,-14.893
0.390,-0.038,1.150,-8.362,-72.510,-13.733
0.409,-0.029,1.096,-7.324,-57.434,-13.733
0.416,-0.041,1.046,-7.019,-44.434,-15.198
0.413,-0.075,1.001,-6.226,-33.386,-16.785
0.400,-0.126,0.968,-5.859,-24.658,-17.639
0.396,-0.172,0.963,-6.042,-18.311,-17.700
0.385,-0.208,0.974,-6.104,-12.817,-16.724
0.381,-0.236,1.005,-6.409,-8.362,-14.709
0.384,-0.261,1.055,-6.836,-3.845,-12.329
0.385,-0.297,1.109,-6.836,3.479,-9.644
0.394,-0.332,1.161,-6.714,13.245,-6.287
0.403,-0.355,1.206,-5.493,25.208,-2.075
0.417,-0.358,1.236,-2.930,39.978,4.150
0.440,-0.348,1.255,0.732,56.580,11.230
0.450,-0.322,1.246,5.554,76.111,18.677
0.458,-0.281,1.204,11.169,97.351,26.062
0.456,-0.231,1.128,16.846,118.225,32.959
0.458,-0.165,1.022,21.179,139.587,38.940
0.455,-0.093,0.888,24.658,161.072,43.457
0.445,-0.022,0.743,26.123,178.162,46.082
0.433,0.033,0.595,25.024,192.383,46.448
0.423,0.075,0.458,21.790,202.637,45.044
0.417,0.106,0.326,18.066,209.778,42.603
0.405,0.130,0.206,14.343,214.172,39.734
0.401,0.149,0.113,10.803,214.111,36.499
0.408,0.163,0.046,8.972,211.182,32.898
0.418,0.182,0.017,8.240,206.604,29.663
0.440,0.206,0.021,8.972,201.965,26.550
0.459,0.224,0.037,10.437,200.378,23.376
0.472,0.227,0.044,13.245,203.369,19.897
0.481,0.198,0.029,17.456,210.510,16.113
0.488,0.128,-0.034,21.118,222.778,12.573
0.453,0.041,-0.165,24.597,239.319,10.315
0.416,-0.034,-0.333,26.855,253.967,10.559
0.380,-0.065,-0.508,27.466,263.184,13.672
0.352,-0.042,-0.681,25.391,266.418,18.860
0.334,0.024,-0.832,18.677,263.794,24.292
0.335,0.125,-0.952,11.902,255.798,28.015
0.349,0.242,-1.019,6.287,243.042,28.870
0.363,0.351,-1.042,0.061,228.088,26.428
0.386,0.417,-1.033,-5.615,213.989,20.264
0.410,0.419,-1.006,-9.338,202.209,11.169
0.442,0.338,-0.993,-8.850,195.007,0.793
0.430,0.179,-1.012,-5.188,192.993,-8.179
0.419,-0.008,-1.047,-1.038,193.420,-13.672
0.413,-0.163,-1.086,3.235,194.031,-13.794
0.391,-0.252,-1.143,8.057,195.129,-8.606
0.365,-0.266,-1.213,10.559,195.496,-0.244
0.354,-0.205,-1.293,9.033,193.481,10.193
0.346,-0.085,-1.385,5.005,190.247,20.264
0.338,0.056,-1.476,0.610,184.998,27.100
0.344,0.189,-1.550,-2.930,176.880,29.602
0.367,0.280,-1.611,-5.493,166.321,28.259
0.383,0.294,-1.688,-5.737,156.860,23.376
0.394,0.244,-1.773,-4.089,147.278,17.029
0.394,0.164,-1.859,-0.977,134.766,11.414
0.388,0.100,-1.916,2.625,119.568,9.033
0.386,0.064,-1.945,5.432,104.370,9.460
0.392,0.070,-1.936,6.836,88.135,11.475
0.399,0.107,-1.897,6.226,72.327,13.916
0.413,0.158,-1.839,5.371,57.617,15.503
0.425,0.209,-1.775,4.211,44.739,15.686
0.435,0.253,-1.714,1.526,33.875,14.648
0.438,0.286,-1.659,-1.587,23.804,12.390
0.438,0.307,-1.603,-5.066,14.221,9.399
0.437,0.310,-1.532,-7.935,4.761,5.493
0.443,0.287,-1.449,-9.644,-3.723,1.221
0.448,0.230,-1.362,-9.766,-10.437,-3.235
0.446,0.154,-1.275,-8.484,-15.503,-6.104
0.439,0.086,-1.189,-7.019,-18.799,-7.629
0.440,0.044,-1.115,-5.554,-20.874,-6.958
0.442,0.035,-1.045,-4.333,-22.095,-5.249
0.445,0.052,-0.988,-4.150,-21.484,-3.113
0.446,0.082,-0.941,-4.395,-19.287,-1.038
0.444,0.105,-0.914,-4.883,-15.991,-0.061
0.440,0.123,-0.905,-5.981,-12.390,-0.122
0.438,0.129,-0.912,-6.714,-8.972,-0.793
0.431,0.130,-0.927,-7.507,-6.470,-1.648
0.423,0.132,-0.940,-7.751,-5.066,-2.319
0.412,0.133,-0.947,-7.568,-4.700,-2.991
0.415,0.129,-0.949,-7.507,-4.822,-3.906

0.474,0.252,-1.961,-9.338,-15.808,7.812
0.459,0.276,-2.024,-9.460,-28.870,5.432
0.445,0.288,-2.053,-10.254,-44.312,2.258
0.450,0.282,-2.051,-10.376,-60.181,-1.099
0.435,0.264,-2.039,-9.338,-75.317,-4.578
0.424,0.232,-2.010,-8.118,-90.393,-7.141
0.416,0.175,-1.983,-6.470,-104.126,-10.193
0.385,0.095,-1.963,-4.639,-116.882,-12.329
0.357,0.013,-1.939,-4.333,-129.089,-13.000
0.340,-0.033,-1.907,-3.845,-141.296,-11.169
0.313,-0.027,-1.871,-2.563,-153.809,-7.019
0.280,0.017,-1.820,0.122,-167.053,-3.296
0.248,0.086,-1.744,3.418,-181.580,-0.244
0.228,0.150,-1.653,6.531,-196.533,0.488
0.214,0.181,-1.554,9.460,-210.876,-1.404
0.194,0.172,-1.464,11.597,-223.694,-4.700
0.141,0.140,-1.367,11.658,-235.474,-8.240
0.123,0.102,-1.242,7.629,-247.498,-11.536
0.111,0.068,-1.120,4.150,-257.141,-13.611
0.082,0.057,-0.998,0.122,-264.954,-14.404
0.084,0.072,-0.889,-3.479,-270.935,-14.221
0.069,0.090,-0.822,-5.005,-275.452,-14.282
0.050,0.101,-0.760,-5.249,-280.029,-15.320
0.028,0.096,-0.697,-4.883,-285.095,-17.273
0.009,0.091,-0.600,-5.066,-291.321,-19.348
-0.009,0.094,-0.475,-5.493,-298.584,-21.179
-0.053,0.122,-0.325,-6.042,-305.298,-22.766
-0.055,0.165,-0.157,-7.874,-312.073,-24.353
-0.064,0.184,0.011,-11.047,-317.078,-27.283
-0.052,0.161,0.194,-13.855,-318.359,-31.799
-0.040,0.110,0.367,-14.404,-315.918,-36.499
-0.018,0.036,0.530,-13.550,-310.364,-40.649
-0.004,-0.017,0.690,-16.541,-301.514,-42.419
0.029,-0.048,0.835,-18.127,-289.490,-41.748
0.057,-0.057,0.964,-17.151,-275.269,-39.734
0.089,-0.067,1.080,-16.541,-258.850,-37.537
0.130,-0.091,1.188,-15.747,-241.028,-35.767
0.161,-0.108,1.286,-14.709,-221.558,-33.875
0.199,-0.119,1.384,-14.709,-200.989,-31.555
0.244,-0.118,1.459,-14.832,-178.162,-29.053
0.277,-0.100,1.507,-14.832,-153.259,-26.489
0.314,-0.076,1.537,-15.564,-128.052,-24.658
0.360,-0.061,1.541,-16.296,-102.661,-23.865
0.397,-0.078,1.506,-15.442,-76.111,-24.048
0.422,-0.128,1.431,-13.794,-50.049,-24.719
